,Datetime,Open,High,Low,Close,Volume,ema_5,ema_13,ema_26_x,ema_50,has_cross,TR,ATR_10,ST_10_1.5,STX_10_1.5,ema_12,ema_26_y,macd_12_26_9,signal_12_26_9,hist_12_26_9,macd_cross,signal
0,2023-03-17T09:15:00,157.3,171.55,143.9,147.4,6669700,,,,,,34.55000000000001,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
1,2023-03-17T09:20:00,146.55,155.6,139.4,148.6,4350950,,,,,,34.55000000000001,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
2,2023-03-17T09:25:00,147.9,155.4,137.0,146.65,3900550,,,,,,34.55000000000001,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
3,2023-03-17T09:30:00,148.45,150.65,127.3,129.85,2886050,,,,,,27.950000000000003,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
4,2023-03-17T09:35:00,130.85,134.3,123.15,130.55,2387550,140.60999999999999,,,,,27.950000000000003,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
5,2023-03-17T09:40:00,130.15,137.1,122.7,123.85,2128300,135.0233333333333,,,,,27.950000000000003,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
6,2023-03-17T09:45:00,123.05,128.5,119.35,126.25,2468650,132.09888888888887,,,,,25.55000000000001,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
7,2023-03-17T09:50:00,125.6,140.4,125.4,139.0,2806100,134.39925925925925,,,,,25.55000000000001,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
8,2023-03-17T09:55:00,139.2,139.35,114.85,114.85,2702850,127.88283950617283,,,,,25.55000000000001,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
9,2023-03-17T10:00:00,115.25,123.3,114.45,122.5,2383750,126.08855967078189,,,,,16.950000000000003,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
10,2023-03-17T10:05:00,123.45,126.0,117.55,123.4,1744400,125.1923731138546,,,,,16.950000000000003,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
11,2023-03-17T10:10:00,122.5,131.4,121.45,130.3,1948250,126.8949154092364,,,,,16.950000000000003,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
12,2023-03-17T10:15:00,130.15,140.45,129.4,129.4,3094250,127.7299436061576,131.73846153846154,,,,18.64999999999999,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
13,2023-03-17T10:20:00,129.85,137.65,126.15,129.2,1638300,128.21996240410508,131.37582417582416,,,,18.64999999999999,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
14,2023-03-17T10:25:00,127.0,134.45,121.8,127.15,1907200,127.86330826940339,130.77213500784927,,,,18.64999999999999,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
15,2023-03-17T10:30:00,126.9,139.35,125.45,126.4,2942400,127.37553884626892,130.14754429244223,,,,22.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
16,2023-03-17T10:35:00,126.3,131.55,119.25,119.45,1719850,124.73369256417928,128.6193236792362,,,,22.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
17,2023-03-17T10:40:00,117.35,127.3,117.35,121.7,1361200,123.72246170945286,127.63084886791674,,,,22.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
18,2023-03-17T10:45:00,121.75,125.4,116.2,119.2,1176900,122.21497447296858,126.42644188678578,,,,12.75,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
19,2023-03-17T10:50:00,119.35,120.4,112.7,119.7,2102800,121.37664964864572,125.46552161724496,,,,12.75,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
20,2023-03-17T10:55:00,119.85,125.45,116.5,121.6,1375600,121.45109976576381,124.91330424335283,,,,12.75,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
21,2023-03-17T11:00:00,121.25,125.9,117.3,117.3,1352450,120.06739984384254,123.82568935144528,,,,18.650000000000006,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
22,2023-03-17T11:05:00,117.15,119.3,113.6,113.6,1206050,117.91159989589502,122.36487658695309,,,,18.650000000000006,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
23,2023-03-17T11:10:00,113.25,115.35,107.25,108.9,2166150,114.90773326393001,120.44132278881693,,,,18.650000000000006,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
24,2023-03-17T11:15:00,108.65,113.2,105.15,106.05,1756800,111.95515550928667,118.38541953327166,,,,12.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
25,2023-03-17T11:20:00,105.55,109.45,103.1,109.45,1758100,111.12010367285778,117.10893102851857,125.08846153846153,,,12.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
26,2023-03-17T11:25:00,109.35,115.1,105.55,107.8,1650700,110.01340244857185,115.77908373873021,123.80783475783475,,,12.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
27,2023-03-17T11:30:00,107.7,108.55,98.5,100.45,1839650,106.82560163238124,113.58921463319732,122.07762477577292,,,13.299999999999997,20.235000000000003,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
28,2023-03-17T11:35:00,100.65,101.25,96.85,97.95,1749750,103.86706775492082,111.35504111416913,120.29039331090085,,,13.299999999999997,20.235000000000003,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
29,2023-03-17T11:40:00,97.5,102.7,95.25,101.95,1819150,103.22804516994722,110.01146381214497,118.93184565824153,,,13.299999999999997,20.235000000000003,0.0,nan,0.0,0.0,0.0,0.0,0.0,down,
30,2023-03-17T11:45:00,101.75,107.1,99.65,100.55,2329200,102.33536344663148,108.65982612469568,117.57022746133475,,,16.89999999999999,19.901500000000002,137.95225,down,0.0,0.0,0.0,0.0,0.0,down,
31,2023-03-17T11:50:00,100.05,112.2,100.0,112.2,1860550,105.62357563108765,109.16556524973916,117.17243283456922,,,16.89999999999999,19.901500000000002,137.95225,down,0.0,0.0,0.0,0.0,0.0,down,
32,2023-03-17T11:55:00,111.75,116.55,109.95,115.05,2515550,108.76571708739176,110.00619878549071,117.0152155875641,,,16.89999999999999,19.901500000000002,137.95225,down,0.0,0.0,0.0,0.0,0.0,down,
33,2023-03-17T12:00:00,115.2,121.55,106.95,108.4,2577350,108.64381139159451,109.7767418161349,116.37705146996676,,,32.89999999999999,21.20135,136.90202499999998,down,0.0,0.0,0.0,0.0,0.0,down,
34,2023-03-17T12:05:00,108.0,110.95,92.95,92.95,3143550,103.41254092772968,107.37292155668706,114.64171432404329,,,32.89999999999999,21.20135,136.90202499999998,down,0.0,0.0,0.0,0.0,0.0,down,
35,2023-03-17T12:10:00,93.0,96.55,88.65,92.55,2610050,99.79169395181978,105.25536133430319,113.00529104078083,,,32.89999999999999,21.20135,136.90202499999998,down,0.0,0.0,0.0,0.0,0.0,down,
36,2023-03-17T12:15:00,92.3,95.0,88.25,90.5,1956100,96.69446263454653,103.14745257225988,111.33823244516744,,,8.450000000000003,19.926215,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
37,2023-03-17T12:20:00,89.9,92.0,86.55,90.75,1991600,94.71297508969768,101.3763879190799,109.81317818996985,,,8.450000000000003,19.926215,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
38,2023-03-17T12:25:00,90.65,94.4,89.5,92.85,1344650,94.09198339313178,100.15833250206849,108.5566464721943,,,8.450000000000003,19.926215,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
39,2023-03-17T12:30:00,92.4,97.85,90.6,90.6,1639200,92.92798892875452,98.79285643034441,107.22652451129102,,,9.299999999999997,18.8635935,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
40,2023-03-17T12:35:00,90.8,96.5,88.55,93.7,1144250,93.185325952503,98.06530551172378,106.22455973267687,,,9.299999999999997,18.8635935,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
41,2023-03-17T12:40:00,93.95,97.0,91.9,93.7,808400,93.35688396833534,97.44169043862038,105.2968145672934,,,9.299999999999997,18.8635935,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
42,2023-03-17T12:45:00,93.6,103.65,93.45,103.25,2085550,96.65458931222356,98.2714489473889,105.14519867341981,,,12.900000000000006,18.26723415,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
43,2023-03-17T12:50:00,103.6,105.65,92.75,93.95,1621400,95.75305954148237,97.65409909776191,104.31592469761094,,,12.900000000000006,18.26723415,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
44,2023-03-17T12:55:00,93.65,98.4,92.95,94.25,838900,95.25203969432158,97.16779922665307,103.57030064593606,,,12.900000000000006,18.26723415,120.6643225,down,0.0,0.0,0.0,0.0,0.0,down,
45,2023-03-17T13:00:00,94.25,95.45,82.85,86.2,1677600,92.23469312954772,95.60097076570264,102.28361170920006,,,14.550000000000011,17.895510735000002,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
46,2023-03-17T13:05:00,85.85,96.4,85.85,94.05,1520050,92.83979541969848,95.37940351345941,101.67371454555561,,,14.550000000000011,17.895510735000002,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
47,2023-03-17T13:10:00,94.2,97.4,90.35,95.45,1015100,93.70986361313231,95.38948872582235,101.21269865329224,,,14.550000000000011,17.895510735000002,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
48,2023-03-17T13:15:00,94.65,100.65,90.7,93.95,1859550,93.78990907542155,95.1838474792763,100.67472097527059,,,12.200000000000003,17.3259596615,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
49,2023-03-17T13:20:00,93.5,100.45,91.95,96.05,1144950,94.5432727169477,95.3075835536654,100.33214905117647,111.82799999999999,down,12.200000000000003,17.3259596615,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,Sell
50,2023-03-17T13:25:00,96.6,102.9,94.3,98.05,1227250,95.71218181129846,95.6993573317132,100.16310097331154,111.2876862745098,,12.200000000000003,17.3259596615,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
51,2023-03-17T13:30:00,98.05,107.5,96.65,105.2,2321000,98.87478787419897,97.05659199861131,100.5362046049181,111.04895347943098,,14.0,16.993363695350002,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
52,2023-03-17T13:35:00,105.5,110.65,101.1,104.2,1931250,100.64985858279931,98.07707885595255,100.80759685640565,110.7803670684729,,14.0,16.993363695350002,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
53,2023-03-17T13:40:00,104.2,109.65,98.45,99.2,1861950,100.16657238853287,98.23749616224504,100.68851560778302,110.32623502657201,,14.0,16.993363695350002,116.9682661025,down,0.0,0.0,0.0,0.0,0.0,down,
54,2023-03-17T13:45:00,99.3,115.15,99.3,112.1,2979400,104.14438159235524,100.21785385335289,101.53381074794724,110.39579443729467,,40.64999999999999,19.359027325815,90.53645901127749,up,0.0,0.0,0.0,0.0,0.0,down,
55,2023-03-17T13:50:00,112.7,131.3,112.5,129.65,3815750,112.6462543949035,104.42244616001676,103.61649143328448,111.15086132210664,,40.64999999999999,19.359027325815,90.53645901127749,up,0.0,0.0,0.0,0.0,0.0,down,
56,2023-03-17T13:55:00,130.25,139.85,128.3,128.8,3847850,118.030836263269,107.90495385144294,105.48193651230045,111.84298440751422,,40.64999999999999,19.359027325815,90.53645901127749,up,0.0,0.0,0.0,0.0,0.0,down,
57,2023-03-17T14:00:00,129.5,134.7,121.1,131.8,2805400,122.620557508846,111.31853187266537,107.43142269657449,112.62561246996465,,19.400000000000006,19.3631245932335,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
58,2023-03-17T14:05:00,131.65,137.05,125.05,132.05,2625850,125.76370500589734,114.28017017657032,109.25502101534674,113.38735315741702,,19.400000000000006,19.3631245932335,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
59,2023-03-17T14:10:00,131.5,133.8,117.65,124.05,2107800,125.19247000393156,115.67586015134599,110.35094538458031,113.80549617085165,,19.400000000000006,19.3631245932335,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
