,Datetime,Open,High,Low,Close,Volume,ema_5,ema_13,ema_26_x,ema_50,has_cross,TR,ATR_10,ST_10_1.5,STX_10_1.5,ema_12,ema_26_y,macd_12_26_9,signal_12_26_9,hist_12_26_9,macd_cross,signal
60,2023-03-17T14:15:00,124.05,127.3,112.55,113.35,1848350,121.24498000262103,115.34359441543941,110.5730975783151,113.78763357591629,,33.2,20.74681213391015,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
61,2023-03-17T14:20:00,113.0,114.15,99.3,101.0,2762400,114.4966533350807,113.29450949894807,109.86397923918065,113.28615774940977,,33.2,20.74681213391015,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
62,2023-03-17T14:25:00,100.55,102.1,94.1,99.85,2692200,109.61443555672047,111.37386528481264,109.12220299924134,112.75924960237408,,33.2,20.74681213391015,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
63,2023-03-17T14:30:00,100.25,123.2,100.2,122.4,4034900,113.87629037114698,112.94902738698227,110.10574351781605,113.13731824541824,,29.650000000000006,21.637130920519137,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
64,2023-03-17T14:35:00,123.7,129.5,114.35,115.45,3753700,114.40086024743132,113.30630918884194,110.5016143683482,113.2280116475587,,29.650000000000006,21.637130920519137,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
65,2023-03-17T14:40:00,115.5,121.25,110.45,119.0,2563200,115.93390683162089,114.11969359043594,111.13112441513722,113.45436413196816,,29.650000000000006,21.637130920519137,98.30531311014975,up,0.0,0.0,0.0,0.0,0.0,down,
66,2023-03-17T14:45:00,119.3,123.35,109.35,113.65,2011000,115.17260455441392,114.05259450608796,111.31770779179372,113.46203612679294,,39.55000000000001,23.428417828467225,98.30531311014975,up,112.6875,0.0,0.0,0.0,0.0,down,
67,2023-03-17T14:50:00,114.1,124.35,102.0,123.7,3319100,118.01506970294261,115.43079529093254,112.23491462203123,113.86352490613439,,39.55000000000001,23.428417828467225,98.30531311014975,up,112.6875,0.0,0.0,0.0,0.0,down,
68,2023-03-17T14:55:00,123.1,141.55,118.7,135.65,5371450,123.89337980196174,118.3192531065136,113.96936539076965,114.71789647844284,,39.55000000000001,23.428417828467225,98.30531311014975,up,112.6875,0.0,0.0,0.0,0.0,down,
69,2023-03-17T15:00:00,138.6,144.3,118.4,131.1,5481300,126.29558653464116,120.14507409129737,115.23830128774968,115.36033191066076,,30.099999999999994,24.095576045620504,98.30531311014975,up,112.6875,0.0,0.0,0.0,0.0,down,
70,2023-03-17T15:05:00,132.2,144.85,120.6,144.75,4087950,132.44705768976078,123.66006350682632,117.42435304421267,116.51286791416426,up,30.099999999999994,24.095576045620504,98.30531311014975,up,112.6875,0.0,0.0,0.0,0.0,down,
71,2023-03-17T15:10:00,144.85,148.5,135.65,141.6,3491900,135.49803845984053,126.2229115772797,119.21514170760432,117.49667701556959,up,30.099999999999994,24.095576045620504,98.30531311014975,up,112.6875,0.0,0.0,0.0,0.0,down,
72,2023-03-17T15:15:00,141.0,144.5,126.9,129.6,2371250,133.53202563989367,126.70535278052546,119.984390470004,117.97131713260607,up,20.900000000000006,23.776018441058454,98.38597233841233,up,117.19711538461539,0.0,0.0,0.0,0.0,down,
73,2023-03-17T15:20:00,129.9,135.95,123.6,135.5,2293950,134.18801709326246,127.96173095473611,121.13369487963334,118.65871646073917,up,20.900000000000006,23.776018441058454,98.38597233841233,up,117.19711538461539,0.0,0.0,0.0,0.0,down,
74,2023-03-17T15:25:00,135.3,143.5,129.7,142.0,2440700,136.7920113955083,129.96719796120237,122.67934711077162,119.5740609132592,up,20.900000000000006,23.776018441058454,98.38597233841233,up,117.19711538461539,0.0,0.0,0.0,0.0,down,
75,2023-03-17T15:30:00,142.0,142.0,142.0,142.0,1050,138.52800759700554,131.6861696810306,124.1105065840478,120.45350950489609,up,0.0,21.39841659695261,109.90237510457109,up,117.19711538461539,0.0,0.0,0.0,0.0,down,
76,2023-03-20T09:15:00,101.05,101.05,65.75,70.1,7019150,115.71867173133703,122.88814544088338,120.10972831856277,118.47886207333154,,80.85,27.34357493725735,122.11536240588602,down,107.81294378698226,0.0,0.0,0.0,0.0,down,
77,2023-03-20T09:20:00,68.75,72.2,61.15,69.0,5525550,100.14578115422468,115.1898389493286,116.32382251718775,116.53851454104402,down,80.85,27.34357493725735,122.11536240588602,down,107.81294378698226,0.0,0.0,0.0,0.0,down,Sell
78,2023-03-20T09:25:00,68.25,72.85,62.6,63.05,3956800,87.78052076948312,107.74129052799594,112.37761344184051,114.44092573551289,down,80.85,27.34357493725735,122.11536240588602,down,107.81294378698226,0.0,0.0,0.0,0.0,down,Sell
79,2023-03-20T09:30:00,63.0,64.55,57.2,59.4,3086200,78.32034717965541,100.83539188113937,108.45334577948195,112.28245805961042,down,8.449999999999996,25.454217443531615,98.50632616529742,down,107.81294378698226,0.0,0.0,0.0,0.0,down,Sell
80,2023-03-20T09:35:00,58.9,64.35,56.1,62.0,2623250,72.8802314531036,95.28747875526231,105.01235720322403,110.31059695923354,down,8.449999999999996,25.454217443531615,98.50632616529742,down,107.81294378698226,0.0,0.0,0.0,0.0,down,Sell
81,2023-03-20T09:40:00,60.5,63.1,56.2,56.2,2457400,67.32015430206907,89.70355321879627,101.39662704002225,108.18861276475378,down,8.449999999999996,25.454217443531615,98.50632616529742,down,107.81294378698226,0.0,0.0,0.0,0.0,down,Sell
82,2023-03-20T09:45:00,56.1,61.6,55.15,58.9,1795350,64.51343620137938,85.30304561611109,98.24872874076135,106.25572598966541,down,15.649999999999999,24.473795699178456,90.4856935487677,down,98.21864474283115,0.0,0.0,0.0,0.0,down,Sell
83,2023-03-20T09:50:00,59.4,61.1,52.35,53.65,1814750,60.89229080091958,80.78118195666664,94.94511920440866,104.19275634301187,down,15.649999999999999,24.473795699178456,90.4856935487677,down,98.21864474283115,0.0,0.0,0.0,0.0,down,Sell
84,2023-03-20T09:55:00,53.2,54.35,45.95,46.5,3098000,56.09486053394639,75.88387024857141,91.35659185593394,101.93029530995258,down,15.649999999999999,24.473795699178456,90.4856935487677,down,98.21864474283115,0.0,0.0,0.0,0.0,down,Sell
85,2023-03-20T10:00:00,45.6,50.5,45.55,49.4,1980300,53.86324035596426,72.10046021306121,88.2486961629018,99.87028372917013,down,7.200000000000003,22.74641612926061,81.0196241938909,down,98.21864474283115,0.0,0.0,0.0,0.0,down,Sell
86,2023-03-20T10:05:00,49.3,49.55,45.35,45.8,1399600,51.175493570642836,68.34325161119533,85.10434829898314,97.74988044567326,down,7.200000000000003,22.74641612926061,81.0196241938909,down,98.21864474283115,0.0,0.0,0.0,0.0,down,Sell
87,2023-03-20T10:10:00,45.6,47.4,43.3,45.45,1895400,49.266995713761894,65.07278709531028,82.16698916572513,95.69890474192137,down,7.200000000000003,22.74641612926061,81.0196241938909,down,98.21864474283115,0.0,0.0,0.0,0.0,down,Sell
88,2023-03-20T10:15:00,45.2,45.85,42.05,42.4,2658800,46.97799714250793,61.83381751026595,79.2212862645603,93.6087516147872,down,4.75,20.94677451633455,74.89516177450183,down,90.15423785931866,0.0,0.0,0.0,0.0,down,Sell
89,2023-03-20T10:20:00,42.25,43.7,41.1,42.15,1577000,45.36866476167195,59.02184358022796,76.47526505977807,91.59076135538378,down,4.75,20.94677451633455,74.89516177450183,down,90.15423785931866,0.0,0.0,0.0,0.0,down,Sell
90,2023-03-20T10:25:00,42.0,44.2,42.0,43.85,768450,44.86244317444797,56.85443735448111,74.05857875905377,89.7185746355648,down,4.75,20.94677451633455,74.89516177450183,down,90.15423785931866,0.0,0.0,0.0,0.0,down,Sell
91,2023-03-20T10:30:00,43.95,46.35,40.0,42.65,1837900,44.12496211629865,54.82523201812666,71.73201736949423,87.87274817926814,down,8.25,19.677097064701094,73.64064559705164,down,90.15423785931866,0.0,0.0,0.0,0.0,down,Sell
92,2023-03-20T10:35:00,42.65,48.1,42.25,47.85,1281350,45.36664141086577,53.828770301251424,69.96297904582799,86.30322864282626,down,8.25,19.677097064701094,73.64064559705164,down,90.15423785931866,0.0,0.0,0.0,0.0,down,Sell
93,2023-03-20T10:40:00,48.0,48.25,44.0,45.8,1106650,45.51109427391051,52.68180311535836,68.17312874613702,84.71486673526444,down,8.25,19.677097064701094,73.64064559705164,down,90.15423785931866,0.0,0.0,0.0,0.0,down,Sell
94,2023-03-20T10:45:00,45.85,48.35,44.1,47.55,871350,46.19072951594034,51.948688384592884,66.6454895797565,83.25742098094034,down,11.399999999999999,18.849387358230985,73.64064559705164,down,84.4074320348081,0.0,0.0,0.0,0.0,down,Sell
95,2023-03-20T10:50:00,47.6,51.4,47.5,50.45,1492050,47.610486343960225,51.734590043936755,65.44582368495972,81.97085545227601,down,11.399999999999999,18.849387358230985,73.64064559705164,down,84.4074320348081,0.0,0.0,0.0,0.0,down,Sell
96,2023-03-20T10:55:00,50.9,55.5,50.3,54.85,2038250,50.02365756264015,52.179648609088645,64.66094785644418,80.90729249336323,down,11.399999999999999,18.849387358230985,73.64064559705164,down,84.4074320348081,0.0,0.0,0.0,0.0,down,Sell
97,2023-03-20T11:00:00,54.75,58.5,51.05,55.2,3094400,51.7491050417601,52.611127379218836,63.96013690411498,79.89916337597644,down,10.899999999999999,18.054448622407886,73.64064559705164,down,84.4074320348081,0.0,0.0,0.0,0.0,down,Sell
98,2023-03-20T11:05:00,56.15,58.5,49.15,49.4,1907250,50.96607002784007,52.15239489647329,62.88160824455091,78.70311775338914,down,10.899999999999999,18.054448622407886,73.64064559705164,down,84.4074320348081,0.0,0.0,0.0,0.0,down,Sell
99,2023-03-20T11:10:00,49.05,52.8,47.6,52.8,1324500,51.57738001856004,52.244909911262816,62.13482244865825,77.68730921404054,down,10.899999999999999,18.054448622407886,73.64064559705164,down,84.4074320348081,0.0,0.0,0.0,0.0,down,Sell
100,2023-03-20T11:15:00,52.85,54.55,50.3,54.05,998300,52.40158667904003,52.502779923939556,61.5359467117206,76.76035591152915,down,8.549999999999997,17.1040037601671,73.64064559705164,down,78.22936556791454,0.0,0.0,0.0,0.0,down,Sell
101,2023-03-20T11:20:00,53.75,54.65,50.45,51.05,818750,51.95105778602669,52.29523993480533,60.75920991825981,75.75210666009663,down,8.549999999999997,17.1040037601671,73.64064559705164,down,78.22936556791454,0.0,0.0,0.0,0.0,down,Sell
102,2023-03-20T11:25:00,51.2,51.5,46.1,48.75,1335350,50.88403852401779,51.788777086976,59.86963881320353,74.69320051656342,down,8.549999999999997,17.1040037601671,73.64064559705164,down,78.22936556791454,0.0,0.0,0.0,0.0,down,Sell
103,2023-03-20T11:30:00,48.45,49.1,44.65,45.15,802650,48.972692349345195,50.840380360265144,58.779295197410676,73.53464363356093,down,6.399999999999999,16.03360338415039,69.95040507622559,down,78.22936556791454,0.0,0.0,0.0,0.0,down,Sell
104,2023-03-20T11:35:00,44.65,45.9,43.55,43.85,922550,47.2651282328968,49.84175459451298,57.673421479083956,72.37053996165658,down,6.399999999999999,16.03360338415039,69.95040507622559,down,78.22936556791454,0.0,0.0,0.0,0.0,down,Sell
105,2023-03-20T11:40:00,43.6,44.85,42.7,44.25,782550,46.260085488597866,49.04293250958255,56.67909396211478,71.26777368865044,down,6.399999999999999,16.03360338415039,69.95040507622559,down,78.22936556791454,0.0,0.0,0.0,0.0,down,Sell
106,2023-03-20T11:45:00,44.65,47.75,43.6,47.75,798650,46.756723659065244,48.85822786535647,56.01767959455072,70.3455080538014,down,12.100000000000001,15.640243045735351,66.91036456860303,down,72.0479247113123,0.0,0.0,0.0,0.0,down,Sell
107,2023-03-20T11:50:00,47.65,49.5,42.4,42.4,1432350,45.30448243937683,47.93562388459126,55.00896258754696,69.24960577718173,down,12.100000000000001,15.640243045735351,66.91036456860303,down,72.0479247113123,0.0,0.0,0.0,0.0,down,Sell
108,2023-03-20T11:55:00,42.3,43.2,37.4,37.65,2059500,42.752988292917884,46.46624904393536,53.72311350698793,68.01040555062558,down,12.100000000000001,15.640243045735351,66.91036456860303,down,72.0479247113123,0.0,0.0,0.0,0.0,down,Sell
109,2023-03-20T12:00:00,37.65,41.4,37.3,39.4,2254550,41.63532552861192,45.45678489480174,52.66214213609993,66.88842886236576,down,4.350000000000001,14.511218741161818,60.99182811174272,down,72.0479247113123,0.0,0.0,0.0,0.0,down,Sell
110,2023-03-20T12:05:00,39.3,39.9,37.05,37.5,1131750,40.25688368574128,44.32010133840149,51.53902049638882,65.73594145599847,down,4.350000000000001,14.511218741161818,60.99182811174272,down,72.0479247113123,0.0,0.0,0.0,0.0,down,Sell
111,2023-03-20T12:10:00,37.5,40.45,37.4,38.05,1183000,39.52125579049419,43.42437257577271,50.539833792952614,64.65021826164559,down,4.350000000000001,14.511218741161818,60.99182811174272,down,72.0479247113123,0.0,0.0,0.0,0.0,down,Sell
112,2023-03-20T12:15:00,38.0,40.7,37.8,39.6,846750,39.547503860329456,42.87803363637661,49.729475734215384,63.6678567611889,down,4.600000000000001,13.520096867045638,60.38014530056845,down,67.64824398649503,0.0,0.0,0.0,0.0,down,Sell
113,2023-03-20T12:20:00,39.5,42.4,38.85,39.75,1745200,39.61500257355297,42.431171688322806,48.99025530945869,62.72990159408345,down,4.600000000000001,13.520096867045638,60.38014530056845,down,67.64824398649503,0.0,0.0,0.0,0.0,down,Sell
114,2023-03-20T12:25:00,39.7,41.25,38.1,38.8,1421650,39.34333504903531,41.912432875705264,48.23542158283212,61.791474080589985,down,4.600000000000001,13.520096867045638,60.38014530056845,down,67.64824398649503,0.0,0.0,0.0,0.0,down,Sell
115,2023-03-20T12:30:00,38.6,40.65,38.2,39.05,1281900,39.245556699356875,41.50351389346165,47.555019984103815,60.899651567625675,down,5.900000000000006,12.758087180341073,60.13713077051161,down,67.64824398649503,0.0,0.0,0.0,0.0,down,Sell
116,2023-03-20T12:35:00,39.25,39.85,38.05,39.85,1167850,39.44703779957125,41.26729762296713,46.98427776305909,60.07417503556192,down,5.900000000000006,12.758087180341073,60.13713077051161,down,67.64824398649503,0.0,0.0,0.0,0.0,down,Sell
117,2023-03-20T12:40:00,39.7,43.95,39.0,43.45,1511600,40.7813585330475,41.57911224825754,46.7224794102399,59.422246602794786,down,5.900000000000006,12.758087180341073,60.13713077051161,down,67.64824398649503,0.0,0.0,0.0,0.0,down,Sell
118,2023-03-20T12:45:00,43.45,43.75,40.8,42.0,1033400,41.187572355365,41.63923906993503,46.3726661205925,58.73902124582244,down,7.600000000000001,12.242278462306967,58.31341769346045,down,63.29466798857272,0.0,0.0,0.0,0.0,down,Sell
119,2023-03-20T12:50:00,41.75,41.9,38.25,38.55,1146450,40.308381570243334,41.19791920280145,45.79320937091898,57.947294922456855,down,7.600000000000001,12.242278462306967,58.31341769346045,down,63.29466798857272,0.0,0.0,0.0,0.0,down,Sell
120,2023-03-20T12:55:00,38.85,39.3,36.15,37.6,1568300,39.40558771349556,40.68393074525839,45.18630497307313,57.149361788242864,down,7.600000000000001,12.242278462306967,58.31341769346045,down,63.29466798857272,0.0,0.0,0.0,0.0,down,Sell
121,2023-03-20T13:00:00,37.55,37.95,34.85,36.4,1501500,38.40372514233037,40.0719406387929,44.535467567660305,56.33566132595883,down,5.149999999999999,11.53305061607627,54.724575924114404,down,63.29466798857272,0.0,0.0,0.0,0.0,down,Sell
